Latitude (decimal degrees):	52.546
Longitude (decimal degrees):	11.399
Elevation (m):	41
Radiation database:	PVGIS-SARAH2


Slope: 10 deg. 
Azimuth: 99 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201004:0111,0.0,0.0,0.0,10.29,1.86,0.0
20201004:0211,0.0,0.0,0.0,9.73,1.86,0.0
20201004:0311,0.0,0.0,0.0,9.22,1.86,0.0
20201004:0411,0.0,0.0,0.0,8.72,2.0,0.0
20201004:0511,0.0,0.0,0.0,8.46,2.14,0.0
20201004:0611,23450.0,41.51,6.88,8.75,2.34,0.0
20201004:0711,59190.0,113.1,15.29,10.65,2.83,0.0
20201004:0811,170160.0,244.0,22.68,12.56,3.24,0.0
20201004:0911,283970.0,363.74,28.5,14.22,4.0,0.0
20201004:1011,338740.0,418.43,32.16,15.94,5.79,0.0
20201004:1111,96470.0,132.18,33.16,16.65,5.45,0.0
20201004:1211,62220.0,91.44,31.36,16.88,5.31,0.0
20201004:1311,254580.0,317.16,27.03,16.64,5.17,0.0
20201004:1411,85410.0,119.03,20.7,16.34,4.76,0.0
20201004:1511,42680.0,67.34,12.96,15.93,3.79,0.0
20201004:1611,29270.0,55.25,4.35,15.13,2.76,0.0
20201004:1711,0.0,0.0,0.0,14.03,2.76,0.0
20201004:1811,0.0,0.0,0.0,13.08,2.62,0.0
20201004:1911,0.0,0.0,0.0,12.44,3.03,0.0
20201004:2011,0.0,0.0,0.0,12.03,2.76,0.0
20201004:2111,0.0,0.0,0.0,11.71,2.48,0.0
20201004:2211,0.0,0.0,0.0,11.29,2.55,0.0
20201004:2311,0.0,0.0,0.0,11.05,2.76,0.0
20201005:0011,0.0,0.0,0.0,10.82,2.69,0.0
20201005:0111,0.0,0.0,0.0,10.49,2.69,0.0
20201005:0211,0.0,0.0,0.0,10.14,2.48,0.0
20201005:0311,0.0,0.0,0.0,9.88,2.34,0.0
20201005:0411,0.0,0.0,0.0,9.84,2.21,0.0
20201005:0511,0.0,0.0,0.0,9.75,2.0,0.0
20201005:0611,5760.0,16.8,6.61,9.81,1.72,0.0
20201005:0711,38380.0,60.63,15.0,10.35,1.59,0.0
20201005:0811,133590.0,175.08,22.37,10.81,1.38,0.0
20201005:0911,166520.0,212.84,28.16,11.85,1.03,0.0
20201005:1011,246290.0,308.23,31.79,12.63,0.9,0.0
20201005:1111,235500.0,295.19,32.77,13.64,1.24,0.0
20201005:1211,136600.0,179.02,30.97,14.55,1.45,0.0
20201005:1311,187270.0,239.01,26.64,15.33,1.93,0.0
20201005:1411,124850.0,166.12,20.32,16.06,2.41,0.0
20201005:1511,190750.0,254.42,12.6,16.05,2.34,0.0
20201005:1611,11840.0,27.74,3.99,15.16,2.28,0.0
20201005:1711,0.0,0.0,0.0,13.73,2.48,0.0
20201005:1811,0.0,0.0,0.0,12.85,2.76,0.0
20201005:1911,0.0,0.0,0.0,12.22,2.83,0.0
20201005:2011,0.0,0.0,0.0,11.69,2.9,0.0
20201005:2111,0.0,0.0,0.0,11.31,3.1,0.0
20201005:2211,0.0,0.0,0.0,11.06,3.24,0.0
20201005:2311,0.0,0.0,0.0,10.82,3.17,0.0
20201006:0011,0.0,0.0,0.0,10.62,2.97,0.0
20201006:0111,0.0,0.0,0.0,10.42,2.76,0.0
20201006:0211,0.0,0.0,0.0,10.24,2.76,0.0
20201006:0311,0.0,0.0,0.0,10.28,3.03,0.0
20201006:0411,0.0,0.0,0.0,10.57,3.17,0.0
20201006:0511,0.0,0.0,0.0,10.9,3.31,0.0
20201006:0611,9530.0,22.73,6.34,11.45,3.52,0.0
20201006:0711,44660.0,68.58,14.72,11.74,3.52,0.0
20201006:0811,88390.0,120.81,22.06,12.35,3.45,0.0
20201006:0911,127090.0,166.15,27.82,12.84,3.1,0.0
20201006:1011,259300.0,320.47,31.42,13.11,3.86,0.0
20201006:1111,198580.0,249.65,32.39,13.59,3.1,0.0
20201006:1211,310530.0,380.49,30.58,14.7,4.62,0.0
20201006:1311,95370.0,130.2,26.26,15.19,4.55,0.0
20201006:1411,73870.0,104.74,19.95,14.93,3.93,0.0
20201006:1511,4480.0,14.91,12.23,14.56,3.72,0.0
20201006:1611,7510.0,20.53,3.64,13.72,3.86,0.0
20201006:1711,0.0,0.0,0.0,13.19,3.72,0.0
20201006:1811,0.0,0.0,0.0,12.9,3.52,0.0
20201006:1911,0.0,0.0,0.0,12.07,3.03,0.0
20201006:2011,0.0,0.0,0.0,11.57,2.97,0.0
20201006:2111,0.0,0.0,0.0,11.3,3.1,0.0
20201006:2211,0.0,0.0,0.0,11.16,3.17,0.0
20201006:2311,0.0,0.0,0.0,11.13,3.1,0.0
20201007:0011,0.0,0.0,0.0,10.91,2.97,0.0
20201007:0111,0.0,0.0,0.0,10.92,2.83,0.0
20201007:0211,0.0,0.0,0.0,10.58,2.69,0.0
20201007:0311,0.0,0.0,0.0,10.66,2.62,0.0
20201007:0411,0.0,0.0,0.0,10.73,2.76,0.0
20201007:0511,0.0,0.0,0.0,10.68,2.76,0.0
20201007:0611,11600.0,25.7,6.07,10.68,2.83,0.0
20201007:0711,64730.0,93.73,14.43,10.86,2.83,0.0
20201007:0811,85970.0,117.82,21.75,11.76,2.62,0.0
20201007:0911,38010.0,60.63,27.48,12.55,2.9,0.0
20201007:1011,63250.0,91.44,31.05,13.12,3.03,0.0
20201007:1111,45800.0,70.56,32.0,13.84,3.24,0.0
20201007:1211,268700.0,332.33,30.19,14.27,3.24,0.0
20201007:1311,268040.0,330.84,25.87,13.91,3.66,0.0
20201007:1411,237970.0,297.58,19.57,13.53,3.86,0.0
20201007:1511,173130.0,229.95,11.87,13.29,3.45,0.0
20201007:1611,9040.0,23.72,3.29,12.91,3.52,0.0
20201007:1711,0.0,0.0,0.0,12.3,3.38,0.0
20201007:1811,0.0,0.0,0.0,12.11,3.59,0.0
20201007:1911,0.0,0.0,0.0,12.11,3.93,0.0
20201007:2011,0.0,0.0,0.0,11.82,3.86,0.0
20201007:2111,0.0,0.0,0.0,11.62,3.93,0.0
20201007:2211,0.0,0.0,0.0,11.29,3.93,0.0
20201007:2311,0.0,0.0,0.0,10.91,3.86,0.0
20201008:0011,0.0,0.0,0.0,10.84,3.86,0.0
20201008:0111,0.0,0.0,0.0,10.52,3.59,0.0
20201008:0211,0.0,0.0,0.0,10.25,3.45,0.0
20201008:0311,0.0,0.0,0.0,9.95,3.31,0.0
20201008:0411,0.0,0.0,0.0,9.68,3.1,0.0
20201008:0511,0.0,0.0,0.0,9.48,2.97,0.0
20201008:0611,490.0,6.92,5.8,9.38,2.97,0.0
20201008:0711,20410.0,37.77,14.14,10.42,2.97,0.0
20201008:0811,146220.0,194.32,21.43,11.42,3.24,0.0
20201008:0911,195540.0,246.92,27.14,12.27,3.79,0.0
20201008:1011,71790.0,101.37,30.68,12.85,4.07,0.0
20201008:1111,77050.0,107.34,31.62,12.29,3.86,0.0
20201008:1211,72100.0,101.37,29.8,12.07,4.55,0.0
20201008:1311,38910.0,61.62,25.49,12.32,4.83,0.0
20201008:1411,24700.0,43.73,19.2,12.68,4.9,0.0
20201008:1511,16460.0,32.8,11.52,13.25,4.69,0.0
20201008:1611,480.0,6.96,2.94,13.8,4.69,0.0
20201008:1711,0.0,0.0,0.0,14.02,4.76,0.0
20201008:1811,0.0,0.0,0.0,14.15,4.9,0.0
20201008:1911,0.0,0.0,0.0,14.11,4.9,0.0
20201008:2011,0.0,0.0,0.0,14.19,4.97,0.0
20201008:2111,0.0,0.0,0.0,14.11,5.31,0.0
20201008:2211,0.0,0.0,0.0,14.13,5.03,0.0
20201008:2311,0.0,0.0,0.0,14.1,4.62,0.0
20201009:0011,0.0,0.0,0.0,13.85,4.41,0.0
20201009:0111,0.0,0.0,0.0,13.08,4.14,0.0
20201009:0211,0.0,0.0,0.0,12.37,3.86,0.0
20201009:0311,0.0,0.0,0.0,11.85,3.45,0.0
20201009:0411,0.0,0.0,0.0,11.39,3.03,0.0
20201009:0511,0.0,0.0,0.0,11.03,2.69,0.0
20201009:0611,15820.0,31.63,5.53,10.63,2.48,0.0
20201009:0711,65900.0,96.13,13.85,10.75,1.79,0.0
20201009:0811,124310.0,164.62,21.12,11.88,2.76,0.0
20201009:0911,101240.0,136.16,26.8,12.83,2.28,0.0
20201009:1011,213280.0,268.93,30.32,13.48,1.59,0.0
20201009:1111,260340.0,325.39,31.23,14.34,1.72,0.0
20201009:1211,268520.0,335.04,29.41,14.92,2.07,0.0
20201009:1311,250630.0,313.68,25.11,14.87,2.28,0.0
20201009:1411,108370.0,145.91,18.84,14.75,2.48,0.0
20201009:1511,70560.0,102.5,11.16,14.47,2.34,0.0
20201009:1611,1820.0,9.94,2.59,13.89,2.14,0.0
20201009:1711,0.0,0.0,0.0,13.37,2.0,0.0
20201009:1811,0.0,0.0,0.0,13.01,2.0,0.0
20201009:1911,0.0,0.0,0.0,12.28,1.79,0.0
20201009:2011,0.0,0.0,0.0,12.13,1.72,0.0
20201009:2111,0.0,0.0,0.0,11.91,1.79,0.0
20201009:2211,0.0,0.0,0.0,11.57,2.0,0.0
20201009:2311,0.0,0.0,0.0,11.27,2.14,0.0
20201010:0011,0.0,0.0,0.0,10.92,2.28,0.0
20201010:0111,0.0,0.0,0.0,10.67,2.28,0.0
20201010:0211,0.0,0.0,0.0,10.51,2.41,0.0
20201010:0311,0.0,0.0,0.0,10.38,2.55,0.0
20201010:0411,0.0,0.0,0.0,10.52,2.97,0.0
20201010:0511,0.0,0.0,0.0,10.5,3.38,0.0
20201010:0611,13720.0,28.66,5.26,10.25,3.66,0.0
20201010:0711,63790.0,103.18,13.57,9.65,3.52,0.0
20201010:0811,149200.0,216.87,20.81,9.92,3.66,0.0
20201010:0911,258530.0,329.23,26.46,10.63,4.69,0.0
20201010:1011,303270.0,370.93,29.95,11.53,4.83,0.0
20201010:1111,299280.0,363.92,30.85,12.16,4.97,0.0
20201010:1211,338730.0,409.77,29.03,12.5,5.17,0.0
20201010:1311,281940.0,344.14,24.73,12.55,5.24,0.0
20201010:1411,30160.0,50.69,18.47,12.42,5.1,0.0
20201010:1511,48850.0,74.29,10.81,12.08,4.48,0.0
20201010:1611,0.0,0.0,0.0,11.49,3.66,0.0
20201010:1711,0.0,0.0,0.0,10.53,3.17,0.0
20201010:1811,0.0,0.0,0.0,9.83,3.03,0.0
20201010:1911,0.0,0.0,0.0,9.15,2.83,0.0
20201010:2011,0.0,0.0,0.0,9.01,2.76,0.0
20201010:2111,0.0,0.0,0.0,8.73,2.62,0.0
20201010:2211,0.0,0.0,0.0,8.31,2.34,0.0
20201010:2311,0.0,0.0,0.0,7.69,2.0,0.0
20201011:0011,0.0,0.0,0.0,7.29,2.0,0.0
20201011:0111,0.0,0.0,0.0,7.3,2.14,0.0
20201011:0211,0.0,0.0,0.0,7.56,2.48,0.0
20201011:0311,0.0,0.0,0.0,7.75,2.62,0.0
20201011:0411,0.0,0.0,0.0,7.65,2.48,0.0
20201011:0511,0.0,0.0,0.0,7.69,2.41,0.0
20201011:0611,5850.0,16.8,4.99,7.58,2.34,0.0
20201011:0711,61050.0,88.38,13.28,7.53,2.55,0.0
20201011:0811,134680.0,175.49,20.49,8.23,3.79,0.0
20201011:0911,172990.0,216.98,26.12,9.42,4.0,0.0
20201011:1011,254480.0,311.55,29.59,10.5,4.28,0.0
20201011:1111,316380.0,384.09,30.47,11.51,4.21,0.0
20201011:1211,0.0,0.0,0.0,12.08,4.21,0.0
20201011:1311,305140.0,372.48,24.36,12.48,4.48,0.0
20201011:1411,19460.0,36.77,18.11,12.44,4.28,0.0
20201011:1511,51950.0,78.37,10.46,11.76,2.9,0.0
20201011:1611,0.0,0.0,0.0,11.0,2.97,0.0
20201011:1711,0.0,0.0,0.0,10.42,2.83,0.0
20201011:1811,0.0,0.0,0.0,9.76,2.9,0.0
20201011:1911,0.0,0.0,0.0,8.9,2.69,0.0
20201011:2011,0.0,0.0,0.0,8.39,2.55,0.0
20201011:2111,0.0,0.0,0.0,7.96,2.48,0.0
20201011:2211,0.0,0.0,0.0,7.71,2.48,0.0
20201011:2311,0.0,0.0,0.0,7.54,2.28,0.0
20201012:0011,0.0,0.0,0.0,7.46,2.14,0.0
20201012:0111,0.0,0.0,0.0,7.76,2.0,0.0
20201012:0211,0.0,0.0,0.0,7.77,2.0,0.0
20201012:0311,0.0,0.0,0.0,8.09,2.07,0.0
20201012:0411,0.0,0.0,0.0,8.17,2.0,0.0
20201012:0511,0.0,0.0,0.0,8.31,2.76,0.0
20201012:0611,9030.0,21.74,4.72,8.26,2.14,0.0
20201012:0711,61460.0,89.35,12.99,7.97,2.62,0.0
20201012:0811,83810.0,113.81,20.18,8.51,2.41,0.0
20201012:0911,153130.0,194.52,25.78,9.61,2.62,0.0
20201012:1011,249230.0,307.31,29.22,10.6,2.76,0.0
20201012:1111,323990.0,395.66,30.09,11.37,2.76,0.0
20201012:1211,220420.0,273.87,28.26,12.07,2.55,0.0
20201012:1311,182730.0,230.73,23.98,12.45,2.41,0.0
20201012:1411,46080.0,70.56,17.75,12.39,2.07,0.0
20201012:1511,7610.0,19.88,10.11,12.3,1.86,0.0
20201012:1611,0.0,0.0,0.0,11.6,1.38,0.0
20201012:1711,0.0,0.0,0.0,10.4,1.66,0.0
20201012:1811,0.0,0.0,0.0,9.58,1.72,0.0
20201012:1911,0.0,0.0,0.0,9.05,1.66,0.0
20201012:2011,0.0,0.0,0.0,8.55,1.66,0.0
20201012:2111,0.0,0.0,0.0,8.13,1.59,0.0
20201012:2211,0.0,0.0,0.0,7.74,1.59,0.0
20201012:2311,0.0,0.0,0.0,7.29,1.52,0.0
20201013:0011,0.0,0.0,0.0,6.77,1.31,0.0
20201013:0111,0.0,0.0,0.0,6.07,1.31,0.0
20201013:0211,0.0,0.0,0.0,5.64,1.24,0.0
20201013:0311,0.0,0.0,0.0,5.27,1.17,0.0
20201013:0411,0.0,0.0,0.0,5.92,0.62,0.0
20201013:0511,0.0,0.0,0.0,5.46,0.62,0.0
20201013:0611,5310.0,15.81,4.45,5.2,0.48,0.0
20201013:0711,64450.0,94.67,12.7,5.67,0.14,0.0
20201013:0811,140300.0,190.31,19.87,7.32,0.28,0.0
20201013:0911,201970.0,255.98,25.44,8.84,0.48,0.0
20201013:1011,218090.0,272.75,28.86,10.65,0.83,0.0
20201013:1111,267970.0,331.39,29.71,11.95,1.79,0.0
20201013:1211,262180.0,323.46,27.88,12.38,2.55,0.0
20201013:1311,294600.0,363.19,23.61,12.62,2.9,0.0
20201013:1411,140600.0,182.84,17.39,12.43,2.9,0.0
20201013:1511,12990.0,27.83,9.76,12.07,2.62,0.0
20201013:1611,0.0,0.0,0.0,11.24,2.21,0.0
20201013:1711,0.0,0.0,0.0,10.28,2.07,0.0
20201013:1811,0.0,0.0,0.0,9.81,2.07,0.0
20201013:1911,0.0,0.0,0.0,9.3,2.62,0.0
20201013:2011,0.0,0.0,0.0,9.21,2.83,0.0
20201013:2111,0.0,0.0,0.0,9.22,3.03,0.0
20201013:2211,0.0,0.0,0.0,9.15,3.03,0.0
20201013:2311,0.0,0.0,0.0,9.06,3.17,0.0
20201014:0011,0.0,0.0,0.0,8.94,3.31,0.0
20201014:0111,0.0,0.0,0.0,8.9,3.38,0.0
20201014:0211,0.0,0.0,0.0,8.96,3.52,0.0
20201014:0311,0.0,0.0,0.0,8.91,3.72,0.0
20201014:0411,0.0,0.0,0.0,8.89,4.0,0.0
20201014:0511,0.0,0.0,0.0,8.85,4.34,0.0
20201014:0611,1380.0,8.9,4.17,8.89,4.69,0.0
20201014:0711,5870.0,16.9,12.41,8.76,5.24,0.0
20201014:0811,32330.0,52.67,19.56,8.77,5.38,0.0
20201014:0911,75020.0,103.36,25.1,8.85,5.45,0.0
20201014:1011,36320.0,57.64,28.5,8.98,5.52,0.0
20201014:1111,39550.0,61.62,29.34,9.12,5.66,0.0
20201014:1211,56220.0,81.5,27.51,8.98,5.66,0.0
20201014:1311,35530.0,56.65,23.24,8.88,5.45,0.0
20201014:1411,37970.0,59.63,17.03,8.83,5.24,0.0
20201014:1511,17600.0,33.79,9.42,8.84,5.1,0.0
20201014:1611,0.0,0.0,0.0,8.85,5.1,0.0
20201014:1711,0.0,0.0,0.0,8.9,5.1,0.0
20201014:1811,0.0,0.0,0.0,8.92,5.03,0.0
20201014:1911,0.0,0.0,0.0,8.82,5.1,0.0
20201014:2011,0.0,0.0,0.0,8.79,4.97,0.0
20201014:2111,0.0,0.0,0.0,8.77,4.9,0.0
20201014:2211,0.0,0.0,0.0,8.76,4.76,0.0
20201014:2311,0.0,0.0,0.0,8.75,4.69,0.0
20201015:0011,0.0,0.0,0.0,8.76,4.55,0.0
20201015:0111,0.0,0.0,0.0,8.76,4.48,0.0
20201015:0211,0.0,0.0,0.0,8.68,4.28,0.0
20201015:0311,0.0,0.0,0.0,8.71,4.21,0.0
20201015:0411,0.0,0.0,0.0,8.74,4.14,0.0
20201015:0511,0.0,0.0,0.0,8.72,4.21,0.0
20201015:0611,0.0,4.94,3.9,8.69,4.21,0.0
20201015:0711,53660.0,79.8,12.12,8.62,4.14,0.0
20201015:0811,65540.0,92.43,19.24,8.74,3.93,0.0
20201015:0911,18290.0,34.79,24.76,9.19,3.24,0.0
20201015:1011,65290.0,92.43,28.14,9.71,5.03,0.0
20201015:1111,86440.0,117.28,28.97,10.41,5.03,0.0
20201015:1211,57450.0,83.48,27.13,10.47,4.83,0.0
20201015:1311,46650.0,70.56,22.88,10.35,4.34,0.0
20201015:1411,44230.0,67.58,16.68,10.03,3.79,0.0
20201015:1511,58480.0,87.05,9.08,9.87,3.52,0.0
20201015:1611,0.0,0.0,0.0,9.81,3.86,0.0
20201015:1711,0.0,0.0,0.0,9.81,3.59,0.0
20201015:1811,0.0,0.0,0.0,9.8,3.52,0.0
20201015:1911,0.0,0.0,0.0,9.34,3.45,0.0
20201015:2011,0.0,0.0,0.0,9.35,3.59,0.0
20201015:2111,0.0,0.0,0.0,9.39,3.66,0.0
20201015:2211,0.0,0.0,0.0,9.38,3.59,0.0
20201015:2311,0.0,0.0,0.0,9.35,3.45,0.0
20201016:0011,0.0,0.0,0.0,9.32,3.24,0.0
20201016:0111,0.0,0.0,0.0,9.26,3.1,0.0
20201016:0211,0.0,0.0,0.0,9.17,3.1,0.0
20201016:0311,0.0,0.0,0.0,9.05,3.03,0.0
20201016:0411,0.0,0.0,0.0,8.96,2.9,0.0
20201016:0511,0.0,0.0,0.0,8.83,2.83,0.0
20201016:0611,2910.0,11.86,3.63,8.57,2.69,0.0
20201016:0711,49820.0,74.68,11.83,7.63,2.28,0.0
20201016:0811,119910.0,159.93,18.93,8.44,2.9,0.0
20201016:0911,203060.0,258.12,24.42,9.34,3.24,0.0
20201016:1011,214810.0,265.86,27.78,10.11,3.59,0.0
20201016:1111,117030.0,153.01,28.59,10.85,3.31,0.0
20201016:1211,32670.0,53.67,26.76,11.23,3.03,0.0
20201016:1311,104400.0,138.84,22.51,11.2,2.69,0.0
20201016:1411,21070.0,38.76,16.33,11.17,2.76,0.0
20201016:1511,18860.0,35.78,8.75,10.9,2.55,0.0
20201016:1611,0.0,0.0,0.0,10.51,2.69,0.0
20201016:1711,0.0,0.0,0.0,10.16,2.48,0.0
20201016:1811,0.0,0.0,0.0,9.86,2.34,0.0
20201016:1911,0.0,0.0,0.0,9.15,2.14,0.0
20201016:2011,0.0,0.0,0.0,8.93,1.93,0.0
20201016:2111,0.0,0.0,0.0,8.74,1.72,0.0
20201016:2211,0.0,0.0,0.0,8.46,1.79,0.0
20201016:2311,0.0,0.0,0.0,8.19,1.86,0.0
20201017:0011,0.0,0.0,0.0,8.08,1.86,0.0
20201017:0111,0.0,0.0,0.0,7.88,1.86,0.0
20201017:0211,0.0,0.0,0.0,7.8,1.86,0.0
20201017:0311,0.0,0.0,0.0,7.69,1.79,0.0
20201017:0411,0.0,0.0,0.0,7.75,1.72,0.0
20201017:0511,0.0,0.0,0.0,7.76,1.66,0.0
20201017:0611,1390.0,8.9,3.36,7.75,1.66,0.0
20201017:0711,45100.0,68.61,11.54,7.75,1.45,0.0
20201017:0811,71700.0,99.87,18.62,8.52,2.07,0.0
20201017:0911,78760.0,108.33,24.09,9.38,1.79,0.0
20201017:1011,66600.0,94.42,27.42,10.16,1.79,0.0
20201017:1111,38330.0,60.63,28.22,10.6,1.52,0.0
20201017:1211,48840.0,73.55,26.39,10.92,1.38,0.0
20201017:1311,124890.0,163.17,22.15,11.14,1.1,0.0
20201017:1411,80130.0,111.32,15.99,11.34,1.1,0.0
20201017:1511,73390.0,108.42,8.41,11.28,1.24,0.0
20201017:1611,0.0,0.0,0.0,10.83,1.31,0.0
20201017:1711,0.0,0.0,0.0,10.46,1.45,0.0
20201017:1811,0.0,0.0,0.0,10.21,1.72,0.0
20201017:1911,0.0,0.0,0.0,9.23,1.86,0.0
20201017:2011,0.0,0.0,0.0,8.86,2.0,0.0
20201017:2111,0.0,0.0,0.0,8.53,2.07,0.0
20201017:2211,0.0,0.0,0.0,8.35,2.14,0.0
20201017:2311,0.0,0.0,0.0,8.05,2.28,0.0
20201018:0011,0.0,0.0,0.0,7.99,2.48,0.0
20201018:0111,0.0,0.0,0.0,7.92,2.83,0.0
20201018:0211,0.0,0.0,0.0,7.73,3.1,0.0
20201018:0311,0.0,0.0,0.0,7.73,3.45,0.0
20201018:0411,0.0,0.0,0.0,7.58,3.72,0.0
20201018:0511,0.0,0.0,0.0,7.61,4.07,0.0
20201018:0611,510.0,6.92,3.08,7.48,4.28,0.0
20201018:0711,43530.0,66.55,11.25,7.75,4.34,0.0
20201018:0811,101480.0,135.51,18.31,8.26,3.86,0.0
20201018:0911,108220.0,141.5,23.75,8.53,4.07,0.0
20201018:1011,87010.0,117.28,27.07,9.15,5.66,0.0
20201018:1111,39490.0,61.62,27.86,9.45,5.52,0.0
20201018:1211,22770.0,40.75,26.02,9.78,5.17,0.0
20201018:1311,50950.0,75.53,21.8,9.8,4.97,0.0
20201018:1411,16760.0,32.8,15.64,9.89,4.14,0.0
20201018:1511,13860.0,28.82,8.08,9.96,4.0,0.0
20201018:1611,0.0,0.0,0.0,9.56,3.31,0.0
20201018:1711,0.0,0.0,0.0,9.32,3.03,0.0
20201018:1811,0.0,0.0,0.0,9.13,2.83,0.0
20201018:1911,0.0,0.0,0.0,8.6,2.76,0.0
20201018:2011,0.0,0.0,0.0,8.32,2.69,0.0
20201018:2111,0.0,0.0,0.0,8.15,2.62,0.0
20201018:2211,0.0,0.0,0.0,7.94,2.55,0.0
20201018:2311,0.0,0.0,0.0,7.96,2.48,0.0
20201019:0011,0.0,0.0,0.0,7.68,2.34,0.0
20201019:0111,0.0,0.0,0.0,7.58,2.28,0.0
20201019:0211,0.0,0.0,0.0,7.55,2.14,0.0
20201019:0311,0.0,0.0,0.0,7.49,2.07,0.0
20201019:0411,0.0,0.0,0.0,7.27,2.07,0.0
20201019:0511,0.0,0.0,0.0,7.1,2.07,0.0
20201019:0611,0.0,4.94,2.81,6.96,1.93,0.0
20201019:0711,48770.0,76.21,10.96,7.14,1.79,0.0
20201019:0811,111590.0,173.18,18.0,8.29,2.76,0.0
20201019:0911,206450.0,268.91,23.42,9.26,2.62,0.0
20201019:1011,161300.0,204.08,26.71,10.2,2.62,0.0
20201019:1111,69760.0,98.39,27.49,11.06,2.62,0.0
20201019:1211,39800.0,62.61,25.66,11.53,2.55,0.0
20201019:1311,81580.0,112.54,21.44,11.66,2.62,0.0
20201019:1411,59010.0,85.97,15.3,11.63,2.34,0.0
20201019:1511,40750.0,65.7,7.76,11.36,1.52,0.0
20201019:1611,0.0,0.0,0.0,10.67,1.31,0.0
20201019:1711,0.0,0.0,0.0,9.81,1.45,0.0
20201019:1811,0.0,0.0,0.0,9.12,1.59,0.0
20201019:1911,0.0,0.0,0.0,8.26,1.79,0.0
20201019:2011,0.0,0.0,0.0,7.81,2.07,0.0
20201019:2111,0.0,0.0,0.0,7.33,2.21,0.0
20201019:2211,0.0,0.0,0.0,7.07,2.34,0.0
20201019:2311,0.0,0.0,0.0,6.83,2.28,0.0
20201020:0011,0.0,0.0,0.0,6.62,2.34,0.0
20201020:0111,0.0,0.0,0.0,6.32,2.41,0.0
20201020:0211,0.0,0.0,0.0,6.18,2.76,0.0
20201020:0311,0.0,0.0,0.0,6.03,2.83,0.0
20201020:0411,0.0,0.0,0.0,5.95,2.97,0.0
20201020:0511,0.0,0.0,0.0,5.73,3.17,0.0
20201020:0611,130.0,5.93,2.54,5.66,3.24,0.0
20201020:0711,30990.0,50.66,10.67,6.16,3.52,0.0
20201020:0811,77060.0,105.7,17.69,7.19,3.45,0.0
20201020:0911,81970.0,111.31,23.08,8.42,3.93,0.0
20201020:1011,126700.0,163.47,26.36,9.96,3.79,0.0
20201020:1111,276770.0,340.63,27.13,11.42,3.52,0.0
20201020:1211,125610.0,164.32,25.3,12.92,3.38,0.0
20201020:1311,206000.0,260.72,21.09,14.06,3.45,0.0
20201020:1411,21480.0,39.75,14.97,14.2,2.9,0.0
20201020:1511,8170.0,20.87,7.43,13.99,2.62,0.0
20201020:1611,0.0,0.0,0.0,13.33,2.62,0.0
20201020:1711,0.0,0.0,0.0,12.4,2.69,0.0
20201020:1811,0.0,0.0,0.0,11.63,2.55,0.0
20201020:1911,0.0,0.0,0.0,11.57,2.9,0.0
20201020:2011,0.0,0.0,0.0,11.64,3.03,0.0
20201020:2111,0.0,0.0,0.0,11.83,3.24,0.0
20201020:2211,0.0,0.0,0.0,11.92,3.03,0.0
20201020:2311,0.0,0.0,0.0,11.83,2.69,0.0
20201021:0011,0.0,0.0,0.0,11.75,2.48,0.0
20201021:0111,0.0,0.0,0.0,11.71,2.41,0.0
20201021:0211,0.0,0.0,0.0,11.74,2.34,0.0
20201021:0311,0.0,0.0,0.0,11.64,2.34,0.0
20201021:0411,0.0,0.0,0.0,11.39,2.34,0.0
20201021:0511,0.0,0.0,0.0,11.3,2.48,0.0
20201021:0611,0.0,0.0,0.0,11.29,2.62,0.0
20201021:0711,36170.0,58.39,10.38,11.39,2.55,0.0
20201021:0811,22540.0,40.75,17.38,11.56,2.83,0.0
20201021:0911,43880.0,67.58,22.75,11.51,3.03,0.0
20201021:1011,77980.0,108.33,26.01,11.87,3.1,0.0
20201021:1111,74880.0,105.35,26.77,13.34,2.97,0.0
20201021:1211,170880.0,218.19,24.94,14.02,3.31,0.0
20201021:1311,41610.0,65.6,20.74,14.67,3.59,0.0
20201021:1411,15550.0,31.8,14.63,15.4,3.52,0.0
20201021:1511,460.0,6.96,7.11,16.02,3.66,0.0
20201021:1611,0.0,0.0,0.0,16.49,4.21,0.0
20201021:1711,0.0,0.0,0.0,16.91,4.55,0.0
20201021:1811,0.0,0.0,0.0,17.09,4.76,0.0
20201021:1911,0.0,0.0,0.0,16.62,5.1,0.0
20201021:2011,0.0,0.0,0.0,16.38,5.03,0.0
20201021:2111,0.0,0.0,0.0,16.41,5.17,0.0
20201021:2211,0.0,0.0,0.0,16.51,5.31,0.0
20201021:2311,0.0,0.0,0.0,16.65,5.45,0.0
20201022:0011,0.0,0.0,0.0,16.75,5.52,0.0
20201022:0111,0.0,0.0,0.0,16.8,5.52,0.0
20201022:0211,0.0,0.0,0.0,16.62,5.24,0.0
20201022:0311,0.0,0.0,0.0,16.18,4.69,0.0
20201022:0411,0.0,0.0,0.0,15.49,4.07,0.0
20201022:0511,0.0,0.0,0.0,14.79,3.45,0.0
20201022:0611,0.0,0.0,0.0,14.0,3.03,0.0
20201022:0711,40400.0,64.99,10.09,14.3,2.97,0.0
20201022:0811,103680.0,151.24,17.07,15.46,2.62,0.0
